2,100,1.000000
2,74,1.000000
2,63,1.000000
3,80,1.000000
5,98,1.000000
5,91,1.000000
5,72,1.000000
5,70,1.000000
5,62,1.000000
5,57,1.000000
5,53,1.000000
5,25,1.000000
5,7,1.000000
7,98,1.000000
7,72,1.000000
7,70,1.000000
7,62,1.000000
7,57,1.000000
7,53,1.000000
7,52,1.000000
7,45,1.000000
7,25,1.000000
7,15,1.000000
8,49,1.000000
11,72,1.000000
11,39,1.000000
11,23,1.000000
12,90,1.000000
12,77,1.000000
13,87,1.000000
13,69,1.000000
15,98,1.000000
15,92,1.000000
15,72,1.000000
15,70,1.000000
15,62,1.000000
15,57,1.000000
15,53,1.000000
15,52,1.000000
15,45,1.000000
15,25,1.000000
19,29,1.000000
20,81,1.000000
20,47,1.000000
23,39,1.000000
24,31,1.000000
25,98,1.000000
25,72,1.000000
25,70,1.000000
25,62,1.000000
25,57,1.000000
25,53,1.000000
25,52,1.000000
25,45,1.000000
37,41,1.000000
38,81,1.000000
38,47,1.000000
40,88,1.000000
43,44,1.000000
45,98,1.000000
45,92,1.000000
45,72,1.000000
45,70,1.000000
45,62,1.000000
45,57,1.000000
45,53,1.000000
45,52,1.000000
47,81,1.000000
48,73,1.000000
52,98,1.000000
52,92,1.000000
52,70,1.000000
52,62,1.000000
52,57,1.000000
52,53,1.000000
53,98,1.000000
53,70,1.000000
53,62,1.000000
53,57,1.000000
56,92,1.000000
57,98,1.000000
57,94,1.000000
57,70,1.000000
57,62,1.000000
62,98,1.000000
62,72,1.000000
62,70,1.000000
63,100,1.000000
63,74,1.000000
69,87,1.000000
70,98,1.000000
70,72,1.000000
72,98,1.000000
74,100,1.000000
77,90,1.000000
78,97,1.000000
78,94,1.000000
94,97,1.000000
