Node,Triangle_Count
542,45715
544,45715
546,45715
532,45711
534,45711
528,45710
530,45710
524,45702
526,45702
504,45676
506,45676
508,45676
510,45676
512,45676
514,45676
516,45676
518,45676
520,45676
522,45676
502,45634
500,45517
517,45468
519,45468
511,45464
513,45464
515,45464
503,45453
505,45453
507,45453
509,45453
498,45415
497,45403
499,45403
501,45403
495,45391
496,45388
494,45361
493,45360
489,45349
491,45349
487,45278
485,44973
481,44938
483,44938
479,44935
484,43519
486,43519
488,43519
490,43519
492,43519
473,43365
475,43365
477,43365
469,43348
471,43348
480,42228
482,42228
478,41854
476,41845
474,41839
464,41826
466,41826
468,41826
470,41826
472,41826
462,41822
460,41809
458,41796
456,41788
467,41234
465,41117
443,41116
445,41116
447,41116
449,41116
451,41116
453,41116
455,41116
457,41116
459,41116
461,41116
463,41116
437,40999
439,40999
441,40999
435,40996
433,40962
425,40958
427,40958
429,40958
431,40958
421,40656
423,40656
419,40654
417,40204
415,40200
442,39054
444,39054
446,39054
448,39054
450,39054
452,39054
454,39054
440,39043
411,37402
413,37402
436,37181
438,37181
434,37176
430,37170
432,37170
428,37165
420,37162
422,37162
424,37162
426,37162
412,37160
414,37160
416,37160
418,37160
410,37159
408,37158
404,35769
406,35769
409,35591
405,35578
407,35578
401,35573
403,35573
397,34654
399,34654
395,34641
393,34344
387,34343
389,34343
391,34343
402,34065
398,34012
400,34012
396,34011
394,34002
385,32549
388,31802
390,31802
392,31802
383,30979
377,30917
379,30917
381,30917
386,29533
384,29513
380,29496
382,29496
376,29493
378,29493
374,29492
370,29486
372,29486
364,29189
366,29189
368,29189
362,29176
375,28336
369,28335
371,28335
373,28335
359,28333
361,28333
363,28333
365,28333
367,28333
357,28299
353,28296
355,28296
351,28295
349,28288
345,28282
347,28282
343,28268
341,28267
339,28264
337,28263
331,27918
333,27918
335,27918
325,27917
327,27917
329,27917
323,27256
319,27236
321,27236
313,27233
315,27233
317,27233
360,27026
358,25728
356,24614
311,24409
307,24401
309,24401
305,24398
303,24387
301,24385
295,24382
297,24382
299,24382
283,24378
285,24378
287,24378
289,24378
291,24378
293,24378
279,24370
281,24370
277,24367
275,24359
273,24339
354,24227
352,24222
271,24080
350,22169
348,22138
267,22091
269,22091
346,22088
340,21971
342,21971
344,21971
334,21970
336,21970
338,21970
265,21794
328,21643
330,21643
332,21643
318,21632
320,21632
322,21632
324,21632
326,21632
257,21497
259,21497
261,21497
263,21497
255,21413
249,21406
251,21406
253,21406
247,21347
243,21346
245,21346
241,21306
239,21273
302,20889
304,20889
306,20889
308,20889
310,20889
312,20889
314,20889
316,20889
292,20887
294,20887
296,20887
298,20887
300,20887
286,20590
288,20590
290,20590
284,20535
282,20522
274,20225
276,20225
278,20225
280,20225
272,20224
266,19922
268,19922
270,19922
235,19604
237,19604
264,19061
260,19056
262,19056
258,19037
233,18810
248,18360
250,18360
252,18360
254,18360
256,18360
246,18357
234,18064
236,18064
238,18064
240,18064
242,18064
244,18064
232,18062
222,17992
224,17992
226,17992
228,17992
230,17992
231,17854
229,16284
223,16183
225,16183
227,16183
220,16125
218,16101
221,14892
217,14882
219,14882
215,14881
211,14868
213,14868
216,14743
204,14705
206,14705
208,14705
210,14705
212,14705
214,14705
194,14702
196,14702
198,14702
200,14702
202,14702
192,14670
209,14571
207,14565
203,14528
205,14528
201,13613
197,13597
199,13597
195,13595
191,13298
193,13298
188,13032
190,13032
189,12912
187,12889
183,12888
185,12888
186,12735
184,12438
181,11597
167,11595
169,11595
171,11595
173,11595
175,11595
177,11595
179,11595
159,11588
161,11588
163,11588
165,11588
157,11581
155,11578
149,11534
151,11534
153,11534
147,11497
180,10235
182,10235
172,10230
174,10230
176,10230
178,10230
145,9414
143,9374
127,9361
129,9361
131,9361
133,9361
135,9361
137,9361
139,9361
141,9361
113,9062
115,9062
117,9062
119,9062
121,9062
123,9062
125,9062
111,8698
107,8688
109,8688
105,8653
99,8618
101,8618
103,8618
97,8615
93,8448
95,8448
91,8447
87,8271
89,8271
83,8270
85,8270
166,8266
168,8266
170,8266
79,8259
81,8259
77,8253
75,8252
73,8246
71,8213
69,8212
63,8200
65,8200
67,8200
57,8150
59,8150
61,8150
53,8033
55,8033
162,7857
164,7857
160,7847
158,7536
156,7499
154,7475
152,7429
150,7413
146,7411
148,7411
47,7118
49,7118
51,7118
45,7114
128,6496
130,6496
132,6496
134,6496
136,6496
138,6496
140,6496
142,6496
144,6496
126,6199
124,6046
122,5929
110,5890
112,5890
114,5890
116,5890
118,5890
120,5890
108,5888
106,5879
104,5831
100,5819
102,5819
98,5769
96,5765
94,5764
92,5356
90,5170
84,5166
86,5166
88,5166
82,5164
80,5155
78,5115
43,5061
39,5056
41,5056
74,4933
76,4933
31,4923
33,4923
35,4923
37,4923
25,4905
27,4905
29,4905
23,4901
72,4872
15,4759
17,4759
19,4759
21,4759
70,3001
62,2985
64,2985
66,2985
68,2985
60,2969
56,2954
58,2954
52,2882
54,2882
13,2706
11,2682
7,2373
9,2373
5,2336
44,78
46,78
48,78
50,78
38,65
40,65
42,65
30,53
32,53
34,53
36,53
28,48
26,39
22,37
24,37
3,27
12,17
14,17
16,17
18,17
20,17
4,16
6,16
8,16
10,16
2,3
1,0
