2,350,1.000000
2,348,1.000000
2,341,1.000000
2,329,1.000000
2,268,1.000000
2,257,1.000000
2,243,1.000000
2,232,1.000000
2,224,1.000000
2,177,1.000000
2,145,1.000000
2,100,1.000000
2,74,1.000000
2,63,1.000000
3,498,1.000000
3,496,1.000000
3,439,1.000000
3,354,1.000000
3,260,1.000000
3,155,1.000000
3,80,1.000000
4,495,1.000000
4,473,1.000000
4,439,1.000000
4,430,1.000000
4,402,1.000000
4,384,1.000000
4,359,1.000000
4,275,1.000000
4,158,1.000000
4,155,1.000000
4,122,1.000000
5,494,1.000000
5,484,1.000000
5,467,1.000000
5,461,1.000000
5,443,1.000000
5,440,1.000000
5,419,1.000000
5,411,1.000000
5,404,1.000000
5,395,1.000000
5,394,1.000000
5,388,1.000000
5,387,1.000000
5,352,1.000000
5,346,1.000000
5,337,1.000000
5,325,1.000000
5,318,1.000000
5,313,1.000000
5,292,1.000000
5,282,1.000000
5,271,1.000000
5,258,1.000000
5,239,1.000000
5,235,1.000000
5,223,1.000000
5,222,1.000000
5,213,1.000000
5,211,1.000000
5,207,1.000000
5,203,1.000000
5,195,1.000000
5,188,1.000000
5,186,1.000000
5,183,1.000000
5,149,1.000000
5,146,1.000000
5,128,1.000000
5,124,1.000000
5,98,1.000000
5,91,1.000000
5,72,1.000000
5,70,1.000000
5,62,1.000000
5,57,1.000000
5,53,1.000000
5,25,1.000000
5,7,1.000000
7,494,1.000000
7,484,1.000000
7,479,1.000000
7,469,1.000000
7,467,1.000000
7,461,1.000000
7,456,1.000000
7,443,1.000000
7,440,1.000000
7,415,1.000000
7,404,1.000000
7,401,1.000000
7,395,1.000000
7,394,1.000000
7,388,1.000000
7,387,1.000000
7,385,1.000000
7,377,1.000000
7,362,1.000000
7,352,1.000000
7,346,1.000000
7,325,1.000000
7,318,1.000000
7,313,1.000000
7,292,1.000000
7,282,1.000000
7,271,1.000000
7,266,1.000000
7,265,1.000000
7,239,1.000000
7,231,1.000000
7,223,1.000000
7,222,1.000000
7,218,1.000000
7,213,1.000000
7,211,1.000000
7,207,1.000000
7,203,1.000000
7,195,1.000000
7,192,1.000000
7,188,1.000000
7,186,1.000000
7,184,1.000000
7,183,1.000000
7,172,1.000000
7,149,1.000000
7,147,1.000000
7,146,1.000000
7,128,1.000000
7,124,1.000000
7,98,1.000000
7,72,1.000000
7,70,1.000000
7,62,1.000000
7,57,1.000000
7,53,1.000000
7,52,1.000000
7,45,1.000000
7,25,1.000000
7,15,1.000000
8,227,1.000000
8,219,1.000000
8,49,1.000000
9,478,1.000000
9,421,1.000000
9,374,1.000000
9,248,1.000000
10,308,1.000000
11,487,1.000000
11,469,1.000000
11,467,1.000000
11,443,1.000000
11,425,1.000000
11,419,1.000000
11,411,1.000000
11,387,1.000000
11,383,1.000000
11,370,1.000000
11,337,1.000000
11,334,1.000000
11,325,1.000000
11,273,1.000000
11,272,1.000000
11,267,1.000000
11,246,1.000000
11,229,1.000000
11,222,1.000000
11,160,1.000000
11,126,1.000000
11,113,1.000000
11,72,1.000000
11,39,1.000000
11,23,1.000000
12,468,1.000000
12,90,1.000000
12,77,1.000000
13,481,1.000000
13,364,1.000000
13,279,1.000000
13,104,1.000000
13,87,1.000000
13,69,1.000000
15,484,1.000000
15,479,1.000000
15,469,1.000000
15,467,1.000000
15,461,1.000000
15,456,1.000000
15,443,1.000000
15,415,1.000000
15,411,1.000000
15,408,1.000000
15,395,1.000000
15,388,1.000000
15,387,1.000000
15,385,1.000000
15,377,1.000000
15,362,1.000000
15,360,1.000000
15,358,1.000000
15,352,1.000000
15,346,1.000000
15,325,1.000000
15,318,1.000000
15,313,1.000000
15,292,1.000000
15,282,1.000000
15,271,1.000000
15,265,1.000000
15,233,1.000000
15,231,1.000000
15,223,1.000000
15,222,1.000000
15,218,1.000000
15,213,1.000000
15,211,1.000000
15,207,1.000000
15,203,1.000000
15,195,1.000000
15,192,1.000000
15,188,1.000000
15,186,1.000000
15,184,1.000000
15,183,1.000000
15,172,1.000000
15,149,1.000000
15,147,1.000000
15,146,1.000000
15,128,1.000000
15,124,1.000000
15,98,1.000000
15,92,1.000000
15,72,1.000000
15,70,1.000000
15,62,1.000000
15,57,1.000000
15,53,1.000000
15,52,1.000000
15,45,1.000000
15,25,1.000000
17,453,1.000000
17,450,1.000000
17,125,1.000000
17,123,1.000000
19,29,1.000000
20,305,1.000000
20,278,1.000000
20,108,1.000000
20,81,1.000000
20,47,1.000000
22,138,1.000000
23,425,1.000000
23,419,1.000000
23,383,1.000000
23,370,1.000000
23,337,1.000000
23,334,1.000000
23,272,1.000000
23,246,1.000000
23,229,1.000000
23,162,1.000000
23,160,1.000000
23,113,1.000000
23,39,1.000000
24,304,1.000000
24,31,1.000000
25,494,1.000000
25,484,1.000000
25,479,1.000000
25,469,1.000000
25,467,1.000000
25,461,1.000000
25,456,1.000000
25,443,1.000000
25,440,1.000000
25,415,1.000000
25,411,1.000000
25,404,1.000000
25,401,1.000000
25,395,1.000000
25,394,1.000000
25,388,1.000000
25,387,1.000000
25,385,1.000000
25,362,1.000000
25,352,1.000000
25,346,1.000000
25,325,1.000000
25,318,1.000000
25,313,1.000000
25,292,1.000000
25,282,1.000000
25,271,1.000000
25,265,1.000000
25,239,1.000000
25,235,1.000000
25,231,1.000000
25,223,1.000000
25,222,1.000000
25,218,1.000000
25,213,1.000000
25,211,1.000000
25,207,1.000000
25,203,1.000000
25,195,1.000000
25,192,1.000000
25,188,1.000000
25,186,1.000000
25,184,1.000000
25,183,1.000000
25,172,1.000000
25,149,1.000000
25,147,1.000000
